portfolio_id,date,portfolio_value,return_percentage,benchmark_return,net_inflows,net_outflows
4390,2023-03-07,43241.97,16.81,14.92,16054.16,19017.98
7258,2022-10-30,272275.09,14.54,14.33,14755.97,16460.46
4119,2024-03-14,99348.97,-5.5,-6.47,18741.35,19625.51
8661,2024-08-13,62267.51,5.9,5.93,6562.56,8674.98
7049,2023-07-13,329851.1,13.47,11.1,15382.86,19459.22
3640,2023-06-02,46901.65,-7.44,-7.03,19876.49,11394.41
2183,2024-09-20,499844.62,-4.26,-4.84,15186.07,18232.34
1280,2023-07-25,282172.36,-2.12,-2.32,6513.23,16102.47
5559,2023-05-24,57954.81,13.65,13.72,19625.56,17596.23
1138,2024-07-07,144483.66,-5.33,-5.52,499.72,3885.37
1763,2022-11-14,196240.63,8.33,8.34,9421.35,14113.09
5108,2023-02-22,246059.01,10.48,9.97,18182.73,19420.8
5559,2024-07-21,15644.92,7.44,7.7,12993.58,15911.14
3193,2023-04-29,67847.05,14.8,16.25,13385.09,447.59
4119,2023-12-01,41444.4,-1.2,-1.12,10543.55,16604.74
7581,2023-04-21,233566.47,14.52,14.48,18935.05,6737.7
2304,2024-05-05,232440.03,-8.7,-8.22,7459.07,18265.26
6297,2023-07-24,457680.01,6.18,5.6,2536.64,140.81
6416,2024-07-07,52268.81,3.23,3.83,3494.53,2057.29
1787,2024-07-16,436497.84,-8.68,-7.85,13528.68,8130.72
3112,2023-08-05,256329.99,12.42,12.16,11056.09,441.92
2696,2023-12-25,90560.56,19.09,18.71,19284.88,17019.61
5108,2023-11-24,440862.13,-2.89,-2.66,3906.82,3322.65
9730,2024-05-28,465582.06,11.09,10.08,3762.76,7374.9
1845,2022-11-22,40687.3,18.29,14.9,3152.08,7759.98
4957,2024-03-21,261982.8,16.72,18.94,84.92,2289.54
8313,2024-01-07,149576.46,11.05,9.64,3876.24,6662.47
1138,2024-07-16,187340.88,5.78,4.63,822.74,10650.61
4119,2024-09-21,382479.65,10.58,11.85,18727.4,7371.26
7983,2024-08-23,171578.73,-2.47,-2.39,18714.83,17392.28
8032,2024-05-26,207947.96,19.18,22.18,5465.33,9219.55
6750,2023-03-03,197481.17,11.2,11.87,14232.85,18181.93
5108,2024-05-15,386616.56,13.84,12.34,10409.64,4321.16
7756,2023-05-26,226723.19,16.16,18.58,5167.16,17930.53
3302,2023-03-01,44966.57,15.29,15.08,19868.59,832.51
8371,2023-01-26,305202.28,-8.13,-9.05,10079.55,11552.42
8994,2024-07-06,461299.13,-9.2,-7.76,16518.38,2244.25
2525,2023-08-12,287908.48,0.69,0.64,17153.9,6221.6
1784,2024-02-28,434102.34,-7.08,-7.41,2857.34,6854.77
3900,2023-03-11,342292.16,-5.25,-6.12,1523.35,612.69
5044,2023-03-29,124531.52,-1.68,-1.6,214.6,478.21
8353,2022-11-24,167012.74,-0.98,-1.01,18557.17,13481.41
5390,2023-04-27,165545.49,11.99,11.53,11592.88,13519.9
7581,2023-03-27,433003.91,2.6,2.37,1180.06,15198.74
4390,2023-01-01,74657.53,9.89,8.32,13108.4,10444.54
4157,2023-11-06,121025.86,4.4,4.02,9389.35,9429.68
7046,2023-04-28,463012.65,0.71,0.64,8217.02,14588.97
8550,2023-06-19,387124.71,14.51,11.97,18804.75,10622.79
3900,2024-04-15,42052.08,4.91,4.14,9738.0,16536.88
9983,2023-03-23,133841.03,-2.38,-2.61,16730.91,17291.86
7581,2024-01-20,494954.86,-3.39,-3.05,16684.08,15416.47
7602,2022-12-23,347779.96,19.92,18.2,2207.97,18808.33
7265,2024-01-15,158368.77,7.19,5.84,14029.52,90.23
8355,2024-07-21,167265.69,-5.72,-4.61,8584.12,12088.33
8234,2024-04-14,181709.41,16.01,18.87,4707.92,17674.02
7756,2024-09-22,292687.55,11.77,11.39,17493.85,7604.5
9031,2023-08-29,326294.72,-6.15,-5.7,17172.96,723.33
9920,2024-06-10,380647.62,-4.77,-5.66,18507.73,1359.61
9983,2023-10-31,402655.59,5.44,6.18,19519.17,12587.39
4700,2024-02-22,123856.2,17.76,19.83,18322.58,13738.23
2448,2022-11-04,163318.34,17.08,18.98,8338.82,14207.52
6810,2024-04-13,237090.0,-3.72,-3.54,7247.39,14523.46
7172,2022-12-05,297156.87,11.0,11.9,8257.47,19556.14
5318,2022-09-28,122785.73,-1.24,-1.08,14767.68,3366.46
8616,2023-03-18,143514.15,11.25,12.0,11642.5,2909.03
3112,2023-01-12,147763.34,-5.04,-5.18,5986.52,18331.7
6750,2023-01-11,422380.17,1.89,1.83,13614.7,10316.55
5663,2023-12-19,200894.14,-0.49,-0.49,1468.1,10393.17
1410,2024-05-01,281198.48,2.61,2.49,9888.8,10710.76
2582,2024-09-15,53611.46,10.1,8.89,10209.44,18500.18
7983,2023-05-27,8864.83,1.9,2.14,16871.93,3282.7
2142,2022-11-25,488755.18,14.69,14.31,19954.43,19716.48
4993,2024-09-20,482800.39,-9.95,-10.98,17864.56,1940.08
4771,2022-10-22,483447.2,-6.37,-7.36,8445.88,8683.44
1471,2022-10-27,228631.72,-9.87,-8.07,8949.33,19238.57
9525,2024-02-25,304461.46,-7.69,-7.05,1209.8,3451.85
7049,2024-08-09,8534.9,2.64,2.73,13526.99,16267.84
3574,2023-12-15,89721.33,2.96,3.2,2688.32,12819.76
5646,2024-01-18,166794.51,10.63,10.64,9362.76,11114.26
6070,2024-01-16,417136.36,2.79,2.65,17770.82,9021.41
4993,2023-12-12,180839.75,-9.37,-11.08,16668.81,15289.35
9566,2023-03-01,203970.27,6.83,7.86,3993.82,2608.54
8582,2024-07-02,113836.66,2.69,2.86,6798.32,6853.92
6655,2023-07-08,5049.47,-7.39,-7.43,18002.09,16203.28
5007,2023-02-03,366548.14,-7.0,-5.68,3851.78,17908.66
7159,2023-05-10,24259.74,-1.43,-1.31,8741.92,3524.77
1405,2022-11-22,491791.21,13.84,13.26,19788.88,1504.29
3120,2022-10-01,212326.13,6.76,5.77,17395.77,16093.82
5559,2023-10-21,480713.27,-8.26,-6.66,9525.14,18439.32
1405,2023-05-15,107314.34,-8.59,-9.25,7293.1,12487.08
7071,2023-06-09,246638.26,6.06,5.18,1361.86,12808.66
6416,2023-12-09,83228.57,-6.25,-5.19,316.49,1277.92
3640,2023-04-22,160407.12,17.31,16.13,10769.63,7937.54
6810,2023-03-03,230216.41,6.79,7.34,16182.32,10532.62
4957,2023-07-10,77736.92,2.75,3.2,3993.07,8439.51
4355,2024-05-18,54343.92,-2.59,-2.62,4362.47,11819.75
6590,2023-07-17,380942.36,-9.97,-8.72,13133.02,5983.74
6536,2022-10-04,129708.25,6.9,8.14,6426.45,15789.3
9031,2023-05-06,88780.12,9.91,11.79,18869.69,9007.94
8994,2024-09-03,120765.97,9.1,10.72,17394.23,4884.3
8582,2023-02-17,98662.91,-9.44,-8.87,8321.77,8362.92
4007,2023-06-11,31709.78,18.46,22.12,19415.05,19737.17
1666,2023-06-20,152700.33,3.17,2.89,16100.24,16176.47
2253,2023-08-11,305932.5,11.95,9.63,3133.45,5656.82
6937,2023-08-19,407047.11,1.17,1.3,17671.04,2024.39
2439,2023-02-26,334985.23,14.83,14.63,10103.83,5448.19
5559,2022-10-14,273449.38,4.18,3.52,5780.97,3271.56
3617,2022-11-11,416643.33,1.36,1.52,15722.56,8877.7
3574,2023-02-24,306698.29,16.51,13.92,2601.09,11327.63
3120,2023-02-19,425921.91,10.83,10.39,14411.18,6171.97
2157,2024-01-16,237544.15,4.5,4.99,6617.96,6597.91
8994,2024-09-16,453631.71,8.65,9.09,7382.01,15127.81
2344,2024-07-28,241110.08,-6.77,-6.56,14299.65,18275.98
9525,2022-09-27,411298.7,-5.72,-6.18,3388.15,18186.04
8661,2023-06-17,499232.94,-8.29,-8.59,8653.17,10944.23
3302,2023-11-15,481473.73,14.47,12.69,2605.99,3156.59
7948,2022-11-18,331481.27,12.52,14.57,13740.05,2507.25
1784,2023-10-14,296495.92,18.64,18.16,2705.21,1402.95
9920,2024-07-23,458988.2,-6.06,-5.79,5678.6,8531.16
8625,2023-12-28,210506.84,13.79,12.15,2543.76,18243.15
1858,2022-12-17,174866.81,19.42,20.94,592.99,12028.81
1069,2024-07-25,21466.22,4.76,5.68,7208.38,13754.5
6070,2023-03-09,264432.65,12.99,10.86,2135.17,3521.08
5007,2022-12-05,316604.51,5.44,5.6,13782.88,11475.59
1770,2024-08-20,340371.31,5.01,4.46,12207.72,4024.54
3112,2023-10-10,197984.08,1.43,1.67,15854.76,17970.84
4321,2024-06-14,310275.98,9.94,10.11,13679.18,5945.57
8582,2024-05-09,453985.16,-9.8,-7.97,13951.35,15325.02
8234,2024-01-21,411421.86,13.42,12.48,16374.43,17121.56
2448,2022-12-27,408831.06,-8.74,-8.47,1131.5,5014.42
2448,2024-08-26,439435.7,-1.42,-1.32,5535.49,17350.24
8002,2024-03-05,259731.01,-9.9,-10.7,11090.38,13221.2
7071,2024-06-09,210583.92,3.92,4.2,14004.42,19561.83
7756,2024-01-04,338147.74,-4.34,-4.61,12743.15,11173.61
6218,2023-09-30,47296.61,5.56,5.18,14148.8,7032.55
5158,2022-10-09,104365.87,-4.24,-3.62,5335.35,4312.93
5792,2023-05-08,214229.91,14.09,13.5,14266.07,1142.75
8550,2023-11-19,234461.11,16.56,17.76,1947.28,3128.18
2382,2023-09-28,366903.37,7.78,9.1,3519.42,3550.45
5705,2022-11-22,189665.24,2.08,1.7,2481.41,16030.56
7046,2022-10-18,282449.01,-6.37,-5.95,2747.1,7179.64
8356,2024-06-12,180648.64,10.75,10.78,13892.23,16606.2
2474,2024-08-23,450885.08,17.41,17.95,9317.51,10808.37
2461,2022-09-26,328544.08,6.1,6.71,17963.8,10750.43
6906,2024-01-16,234854.33,-7.98,-8.64,14705.96,2356.15
6750,2024-03-19,326465.64,14.85,14.58,697.08,1673.85
4919,2023-11-11,435107.65,1.73,1.77,1263.29,3045.63
7948,2023-03-01,85873.55,5.15,4.79,15990.81,6899.95
1471,2022-10-11,80841.13,-4.67,-5.08,9801.27,14761.16
6218,2024-03-16,382862.31,-4.97,-5.07,18470.64,3022.16
2363,2023-01-22,208626.22,12.3,14.01,2630.36,2508.99
3725,2024-03-27,68900.46,4.7,5.02,16075.7,5619.08
1471,2023-10-23,342994.54,10.89,8.89,3341.17,8715.96
8616,2022-11-18,194103.15,8.47,9.71,11844.69,12182.14
2235,2023-10-01,84685.41,-5.07,-4.86,804.17,151.81
4157,2023-11-03,321915.96,-0.26,-0.27,2487.46,19680.44
3112,2024-06-29,35872.38,1.72,1.84,19960.97,16829.22
9063,2022-12-10,226875.55,6.35,6.15,19956.02,19672.55
5933,2024-06-07,191478.69,-5.58,-6.11,8766.72,7326.87
4390,2024-04-30,249419.21,2.24,2.12,9427.13,7636.72
8661,2024-07-19,143482.19,-8.93,-9.21,2758.78,1474.09
9866,2023-01-12,84080.88,10.15,8.27,10692.05,11745.78
6416,2023-06-01,485480.23,-4.38,-3.52,10726.99,17743.59
3862,2022-11-14,421583.05,-7.1,-7.32,7823.32,2391.97
1069,2022-12-08,479405.8,6.02,6.52,15829.44,16076.85
5559,2023-09-04,370687.42,-0.61,-0.55,6134.87,10578.75
8353,2022-10-24,280764.04,0.51,0.57,14037.54,8455.89
3258,2023-11-28,190903.83,19.86,17.18,9073.79,18473.93
1763,2022-10-21,397062.53,6.77,7.46,6700.92,7695.79
2697,2023-08-09,390921.25,16.15,13.19,8333.16,19369.85
5968,2022-11-29,197955.75,9.86,9.89,19267.95,353.93
5646,2024-05-22,142916.06,12.8,14.73,8459.07,5529.09
6906,2023-01-02,48278.51,15.97,13.51,12712.65,147.06
6750,2022-12-14,455031.51,-8.49,-7.73,15701.32,16640.96
9044,2023-01-06,8816.42,-2.44,-2.58,8202.21,1633.05
8582,2022-10-30,344246.54,15.28,16.89,16118.77,12698.52
6750,2024-01-09,473588.82,-6.0,-4.99,13063.67,7469.54
5044,2024-06-02,249063.22,-4.28,-4.57,3548.24,13091.94
9730,2023-03-10,298368.29,-9.62,-8.23,8048.2,11980.66
4321,2023-08-23,114226.8,2.62,3.07,18158.09,16531.56
5705,2024-02-17,456138.76,3.01,3.03,284.17,19391.43
9427,2023-09-22,297177.21,-5.36,-5.41,14780.92,8241.23
9751,2024-07-08,428196.57,15.85,16.45,13965.07,17246.12
3778,2023-01-01,465736.48,19.69,16.0,15954.95,15939.54
3862,2024-01-28,88506.55,-3.24,-3.28,9455.53,15376.19
2382,2023-03-29,93740.2,3.11,3.36,12126.58,1861.98
8032,2023-09-04,481672.18,-0.69,-0.63,705.92,9273.38
4355,2024-09-22,126286.02,3.59,3.51,14715.0,3373.81
8625,2023-01-03,30418.68,17.96,17.15,5939.49,15882.8
4877,2023-02-21,408609.06,10.58,8.8,175.53,1109.12
4919,2024-06-07,166532.62,10.3,9.93,1660.94,1433.22
2823,2024-04-28,123531.86,-6.52,-6.29,4572.37,15356.84
9427,2024-04-25,292595.93,16.3,18.05,3503.83,17900.98
6240,2023-06-01,216488.28,-5.22,-5.72,18223.13,18385.66
1483,2024-08-05,285021.05,-8.92,-8.92,18820.95,8660.57
9751,2023-09-04,347758.08,3.96,4.66,12535.3,6515.88
1726,2023-10-14,343947.13,9.26,9.54,19339.65,15031.78
6070,2022-11-19,164027.41,19.97,17.79,17675.09,15711.5
1719,2023-02-11,339890.47,1.78,1.65,17330.82,8063.31
7172,2022-12-11,359103.76,-7.54,-6.13,7803.02,13774.88
7071,2023-06-09,233241.27,3.77,4.24,5336.59,5157.71
3109,2024-03-25,380166.43,16.17,13.72,5396.77,10712.78
7976,2023-08-27,357479.79,15.94,17.3,208.18,6020.36
9733,2024-08-06,450569.76,18.16,20.29,15955.78,12532.14
3300,2023-11-18,24771.64,19.89,18.75,4275.41,12388.39
8503,2024-06-03,324774.89,2.68,3.13,14356.52,12180.14
4119,2023-07-14,363686.55,3.48,4.06,1589.46,18432.95
5559,2023-12-24,361399.57,0.86,0.84,13774.61,4146.87
1770,2024-07-29,452993.46,-2.79,-2.4,17353.32,14417.01
2363,2023-03-23,390893.68,3.55,2.99,9877.68,909.05
3640,2023-03-09,379225.78,8.05,7.55,9351.06,4430.74
8368,2024-04-17,138814.97,1.31,1.29,3287.65,17126.25
2159,2022-11-12,182090.33,12.21,10.04,19125.12,1422.39
5318,2023-12-04,430639.47,18.66,15.09,19855.97,16756.91
5541,2024-07-19,436231.68,9.23,8.32,12740.41,7350.94
1770,2022-11-28,279503.22,7.33,6.7,10765.06,17796.9
6369,2024-02-14,401543.16,-3.0,-2.61,12632.15,10768.55
5968,2023-07-18,367182.57,-5.04,-4.79,9695.61,7262.6
8313,2023-02-07,73248.35,11.67,9.4,6904.44,15198.51
7602,2022-10-16,75008.17,16.69,17.68,13053.47,3017.3
2823,2023-12-12,117454.47,5.5,5.14,2671.98,10366.77
6750,2023-03-05,192970.69,-0.67,-0.64,9528.21,11803.03
9525,2023-10-03,378998.97,17.95,19.37,2298.99,10613.62
9525,2024-07-06,415951.96,3.13,3.03,8667.38,11935.19
2131,2023-08-12,286486.96,0.51,0.42,10658.29,6185.1
8353,2023-12-29,217026.47,16.29,13.32,9556.86,17481.2
8625,2024-09-10,304354.65,-7.53,-6.05,8915.82,15959.29
8353,2023-03-13,447746.77,17.93,20.55,8695.2,14623.03
7985,2023-11-17,43291.58,-3.12,-2.56,10505.11,1725.78
9566,2024-06-15,398380.81,10.12,8.45,4537.18,10784.74
2439,2023-12-16,332194.27,6.37,7.48,10058.01,7198.14
6263,2024-06-12,490649.23,17.8,18.63,81.46,8560.65
8368,2023-01-13,174967.64,12.7,12.98,13531.29,16071.56
7071,2022-12-16,63562.71,-8.93,-8.89,10621.19,2201.99
1932,2024-02-01,202500.55,2.21,2.57,17009.42,7354.3
4390,2024-04-14,430830.15,-5.04,-4.6,14017.46,10257.55
2461,2023-09-27,34454.49,7.4,8.31,4052.14,8800.12
9015,2022-10-20,304246.44,-0.0,-0.0,2936.14,4168.56
7983,2024-01-29,117096.97,5.25,5.38,10658.15,12840.58
1483,2024-05-29,298269.34,18.07,15.58,15945.83,3955.87
7172,2022-10-07,311621.95,1.9,1.56,16434.8,19167.87
7027,2023-05-23,315404.35,8.17,7.11,8801.7,148.37
2150,2022-11-15,353424.39,-7.88,-8.15,9623.2,16844.11
1787,2024-03-08,362089.43,19.09,21.55,7592.74,952.43
5968,2023-07-20,319428.12,-7.32,-7.72,2847.88,1942.29
2678,2023-02-16,423265.49,16.71,17.85,14678.61,8782.68
3617,2024-01-07,415966.75,1.75,1.93,1055.5,10993.86
4877,2022-10-11,279478.96,16.4,14.14,16157.68,1237.24
4355,2023-12-01,194486.24,12.26,10.64,15736.68,19991.44
8002,2023-07-24,388459.71,2.16,1.75,19531.79,18053.23
9153,2023-02-17,430866.62,2.55,2.3,10748.56,2740.46
9751,2023-10-08,373496.16,15.03,17.33,14150.51,11986.73
7270,2023-12-10,278487.73,-7.88,-8.65,13518.52,5221.96
5318,2023-06-14,477085.35,7.45,8.49,2191.64,4728.35
5136,2023-05-24,36187.4,-9.53,-10.99,8765.49,7024.26
9353,2023-05-31,110637.49,6.64,7.6,6022.65,9234.37
9427,2022-12-06,74639.64,2.4,2.74,1665.15,18170.68
8582,2024-07-20,226444.46,-9.77,-11.27,7519.83,6846.59
3258,2022-11-29,424065.2,2.82,3.16,10244.94,6743.37
1932,2023-11-13,334310.02,-5.05,-4.91,8168.91,7745.13
1784,2023-08-02,155826.3,-7.85,-6.38,16548.13,5998.02
8550,2024-05-24,160194.96,-3.94,-3.17,18849.45,11982.46
7581,2024-01-26,470121.36,-9.33,-8.64,5745.27,17536.86
8280,2023-09-07,430092.01,-5.61,-6.25,3187.33,11106.44
9900,2023-05-29,86916.53,10.71,9.31,6835.1,7629.71
6444,2023-05-10,256463.59,-9.14,-8.73,10468.6,15530.82
9757,2024-05-21,163695.46,11.11,8.9,821.17,329.57
6750,2022-10-18,262742.3,0.97,0.91,14454.79,5235.71
2363,2022-12-20,11978.91,8.1,9.55,1296.25,8308.48
5318,2022-10-31,225496.67,-0.89,-1.06,17749.31,16504.49
4157,2022-11-19,399051.66,9.32,7.47,18625.29,17400.81
8353,2023-09-19,477945.3,19.35,15.9,9332.57,13372.38
1558,2023-05-12,131163.52,-7.5,-6.47,1886.41,4067.8
3258,2022-12-18,437077.04,16.98,20.21,8526.66,12549.6
9566,2024-04-16,175704.55,15.03,17.93,16845.53,3255.62
1471,2023-04-27,496866.43,18.52,15.92,5814.59,5072.62
2474,2024-01-13,210641.34,-6.95,-5.91,3896.16,793.93
1770,2022-11-22,375797.23,-6.58,-7.11,19605.94,5915.63
7581,2023-03-26,7418.64,-4.82,-4.83,15466.71,4405.61
6906,2023-02-14,282721.43,5.45,6.03,4443.55,2612.43
5541,2023-08-30,383423.13,-0.1,-0.1,6507.17,9762.98
5396,2023-07-31,386956.82,17.05,16.88,15360.17,9377.52
4115,2023-05-21,29722.56,19.32,21.61,11285.73,18012.49
2159,2023-10-18,490845.59,13.11,14.07,9150.74,10019.3
2461,2023-09-15,143501.88,10.49,11.63,12951.42,10481.91
6661,2024-05-03,127055.39,5.07,4.12,789.41,5047.43
6263,2023-11-21,378679.8,3.17,2.66,1397.98,2308.24
2448,2024-08-25,274446.84,15.19,14.39,4578.0,8199.64
6906,2023-05-28,70495.79,2.72,2.41,6308.04,15873.35
7270,2023-08-23,219695.92,1.55,1.59,7547.57,7817.15
3300,2023-06-18,482957.42,-2.29,-2.5,363.6,358.73
4862,2024-09-13,33175.46,12.62,12.03,13999.25,5707.43
3112,2023-01-28,474587.51,-2.54,-2.47,14692.17,16874.32
6590,2024-04-04,13938.16,11.29,9.98,14451.85,8491.85
9757,2023-05-25,30706.8,-2.95,-2.6,6767.32,7322.59
1770,2024-08-04,106550.41,1.4,1.67,19482.96,2008.56
3758,2023-01-27,325287.14,17.5,19.91,10223.21,18800.84
5158,2022-12-19,361842.33,-5.78,-6.45,6175.93,19130.88
6444,2024-01-22,112968.55,19.42,18.31,16425.63,14897.68
8582,2023-01-17,225059.34,6.28,7.28,2316.18,4704.05
1269,2023-04-25,474754.99,10.18,8.73,4904.5,10150.02
6655,2023-02-21,178926.49,5.95,5.89,4287.42,8488.28
3120,2024-07-26,177872.35,5.25,5.02,17135.16,15812.23
6810,2024-04-03,444038.27,-2.93,-3.04,11203.02,3891.83
2598,2023-02-23,289328.72,-7.91,-6.92,8633.97,8323.27
5792,2023-03-15,127520.94,0.93,1.03,13839.68,4523.48
2344,2024-07-13,359961.72,-5.02,-5.75,18997.1,2373.2
2696,2023-06-01,287703.44,16.05,16.57,3651.29,10758.13
8907,2023-08-14,387713.28,8.67,7.97,18592.91,701.31
6661,2023-05-31,363803.37,-1.35,-1.44,19841.17,3192.83
8002,2024-06-20,152936.37,-0.0,-0.0,1480.21,13842.89
6240,2023-09-12,374468.22,9.16,8.59,19552.58,12049.73
1558,2023-07-22,282210.46,18.71,22.3,8912.29,10853.03
1069,2023-06-01,195387.88,16.87,17.71,12048.86,14584.91
1475,2024-04-01,282333.21,7.03,7.16,19361.99,11728.55
8977,2024-04-14,432662.93,5.86,6.97,9857.4,2503.83
5559,2024-02-21,26356.88,3.92,4.11,10972.31,13590.72
8661,2023-04-23,488778.23,5.7,5.74,13618.39,4992.26
2055,2023-07-09,74168.23,-3.65,-3.23,6223.46,19016.94
3574,2024-05-05,469186.97,8.52,8.61,8453.89,17044.36
2304,2024-03-06,109427.38,4.04,3.75,13993.5,613.11
4007,2024-03-17,246614.53,-1.45,-1.68,2455.6,15714.69
1666,2024-02-04,312559.92,12.86,12.51,216.39,10533.41
4705,2023-11-09,472481.11,14.44,16.19,1271.89,7234.18
5044,2022-10-16,117287.13,6.91,6.88,8785.11,19282.34
7858,2023-12-25,121217.58,13.7,11.2,18457.46,5346.53
2131,2024-05-26,167471.47,-1.17,-1.4,9069.22,3926.48
1763,2024-07-20,277100.6,-6.77,-6.3,14315.03,10066.81
3193,2022-12-12,6265.57,4.76,5.27,1650.5,3344.81
7049,2023-02-25,138117.7,18.95,19.22,6684.13,4894.99
9116,2023-05-30,402831.64,14.07,14.27,6146.62,4929.73
9015,2024-05-31,239186.32,-6.24,-5.49,12076.53,18150.55
8280,2023-12-18,213861.09,17.56,18.02,11685.32,7751.33
6070,2024-06-10,60840.75,16.89,20.25,9762.62,19818.05
9031,2024-09-23,178608.15,2.45,2.37,6862.73,1178.73
1204,2022-10-01,224251.29,0.22,0.21,7409.07,14837.48
7159,2023-03-05,250929.72,12.79,13.18,17759.21,5165.75
6444,2024-08-31,355475.95,13.27,11.56,13501.93,6598.14
4705,2024-07-24,114391.39,-9.52,-9.7,5164.29,5133.01
1280,2023-12-07,228221.56,12.18,12.13,7862.29,9226.29
3300,2024-07-23,369910.82,0.46,0.47,12905.46,8519.9
6661,2023-01-27,374547.01,18.22,17.47,13224.95,14474.38
6240,2024-09-04,418861.6,-3.45,-3.83,10684.71,17559.02
1475,2024-06-30,212740.99,8.55,7.59,11436.95,5417.49
8069,2023-11-13,495866.2,10.67,10.48,3879.78,12651.41
9031,2022-09-26,182124.21,17.52,16.23,2808.24,117.31
8996,2023-04-08,65931.28,-8.94,-9.65,4944.01,17237.2
2363,2023-09-19,492162.02,-8.33,-9.84,14408.76,12894.89
6218,2023-03-27,172614.79,4.94,5.13,7947.7,13521.15
5541,2022-10-19,281347.59,2.73,3.23,11180.38,173.44
2055,2023-01-07,79555.63,-7.64,-7.86,5005.29,4389.16
2304,2023-05-28,74501.77,7.72,6.29,9185.71,3988.01
1858,2023-06-19,221576.65,4.25,3.79,3559.08,9172.56
4877,2024-03-11,26525.6,10.97,11.45,14865.57,4475.31
7582,2023-12-27,257424.09,15.33,16.36,18386.84,13499.76
6906,2023-08-15,232798.32,-6.63,-6.16,14297.44,4221.44
9427,2024-07-18,353841.4,2.72,3.13,12567.33,13016.71
7270,2023-03-28,170675.94,0.91,1.04,3147.19,4489.94
5227,2023-07-18,265622.6,8.59,6.94,15394.52,17466.76
9757,2023-09-14,351213.06,-6.41,-7.52,2252.89,10394.25
9353,2024-08-27,421454.89,-3.64,-3.0,2593.56,17565.35
4355,2024-08-05,89964.15,15.89,16.6,17532.66,13619.23
1471,2023-11-15,81311.82,16.07,18.63,8554.68,3904.44
8353,2024-08-22,252006.15,4.76,5.05,6513.31,810.84
4157,2023-03-17,392036.16,12.52,12.31,9494.6,19565.6
8582,2023-08-29,415616.59,3.76,3.16,16224.55,17480.61
1280,2023-09-10,396578.9,15.29,17.28,3776.05,14611.63
3193,2023-11-15,388624.96,-2.49,-2.1,15205.98,1077.47
9920,2024-02-13,182044.74,-9.51,-11.04,15418.6,13617.13
4115,2023-08-13,307126.29,10.8,11.75,3809.45,254.23
6218,2024-04-14,311543.97,11.97,10.84,17814.79,1185.74
1763,2023-09-01,237260.44,-1.78,-1.9,6050.5,9884.87
6070,2023-11-17,135850.09,15.07,17.99,15007.16,19600.37
1784,2024-08-15,187308.32,-0.43,-0.42,5837.8,14057.11
5390,2023-08-02,389629.22,15.66,17.16,19686.3,10003.99
6906,2024-04-27,212328.0,3.28,3.62,9482.59,4061.45
3558,2023-05-06,96705.54,10.47,11.95,16415.63,5557.89
6369,2023-06-18,483070.71,3.06,3.42,4363.34,11196.99
2598,2022-11-06,6426.78,-2.49,-2.09,8052.59,453.61
9353,2022-11-11,174541.7,-1.2,-1.39,6096.01,1178.45
2131,2023-02-18,330088.1,-2.19,-2.46,1032.05,3187.22
1726,2023-05-19,58834.12,-7.12,-7.28,4383.43,15229.55
2448,2023-03-22,482491.96,8.34,8.17,13631.21,13136.82
7582,2023-08-17,220964.38,1.87,1.75,5666.36,8182.43
3574,2024-09-14,497641.8,-4.72,-5.07,4339.15,18366.33
4919,2022-10-10,248687.72,-4.84,-3.93,2998.64,1174.56
5390,2022-12-03,93917.91,17.31,19.66,12742.12,3529.45
3617,2022-12-07,269450.6,-6.26,-5.93,2403.63,3712.19
7985,2023-09-26,389429.56,1.02,1.17,6742.72,19934.34
9983,2023-11-30,418775.66,14.67,14.8,5356.5,18045.49
3258,2023-09-19,98952.16,-2.2,-1.96,5070.79,10948.46
8994,2024-05-03,147149.92,-4.38,-4.68,6612.22,774.42
7985,2023-04-12,145470.53,5.65,5.45,6878.71,8645.9
9525,2024-03-05,377130.48,-8.42,-8.48,13468.31,6115.65
9044,2023-02-17,243324.67,6.87,6.44,18806.99,10193.54
1204,2024-02-09,91281.91,-8.76,-9.54,4299.7,1093.09
8280,2023-05-19,436614.39,16.17,18.62,2837.95,11670.31
8156,2024-05-04,32379.88,-2.86,-3.09,10711.3,3920.24
3900,2023-02-04,28669.05,-4.49,-5.31,9350.68,6650.68
5968,2023-06-20,15554.89,1.75,1.69,16341.47,14324.41
4705,2023-11-08,218720.2,-2.8,-2.43,5401.27,14588.14
8355,2022-12-27,429366.29,-2.99,-2.5,6245.07,7091.42
1069,2023-11-21,148894.21,8.42,7.69,7769.03,8614.76
7049,2023-05-05,263064.27,6.81,6.19,7024.64,9714.24
5110,2023-05-02,166613.44,3.6,4.22,3526.44,3520.01
9866,2024-09-05,434717.34,10.75,9.43,6655.89,11772.42
8582,2024-07-13,254572.35,0.91,0.95,6413.88,6339.46
5792,2023-10-13,327405.05,16.89,19.14,5106.91,10132.61
1471,2024-08-05,15237.01,4.4,4.59,3421.16,484.21
2474,2024-06-22,161642.21,9.33,9.46,11620.01,3386.0
1787,2023-07-29,277561.37,2.2,2.64,9329.95,3507.83
3725,2024-06-10,357278.58,14.51,14.48,8267.16,15092.05
7691,2024-04-08,362746.46,14.56,11.82,4871.72,9356.67
3877,2023-11-01,198547.33,16.56,19.44,12919.78,3722.39
2157,2023-12-19,263814.02,8.86,9.8,16510.29,18739.97
