transaction_id,portfolio_id,transaction_type,transaction_date,asset_type,asset_name,units,transaction_price,total_amount
8494260,2183,Sell,2024-08-30,Stock,Stanton Inc Bond,31.31,326.42,10220.21
9193803,6655,Dividend,2023-01-19,Bond,Bruce-Moore Real Estate,83.54,236.39,19748.02
8643914,3120,Sell,2023-10-21,Real Estate,"Sims, Oliver and Lee Real Estate",17.21,560.14,9640.01
2310236,2582,Dividend,2023-03-04,Real Estate,Decker-Bryant Mutual Fund,5.61,188.35,1056.64
4914209,6297,Sell,2024-02-28,Bond,White-Jordan Real Estate,60.87,153.19,9324.68
1826749,4355,Dividend,2024-09-18,Stock,"Daniels, Lee and Underwood Real Estate",25.26,506.73,12800.0
4682606,6590,Sell,2024-03-19,Mutual Fund,Brown-Snyder Bond,84.95,417.2,35441.14
9045079,7582,Buy,2023-07-24,Bond,"Hall, Estrada and Vaughn Mutual Fund",7.88,751.95,5925.37
9243918,3758,Sell,2024-03-11,Stock,Cabrera-Lopez Mutual Fund,85.81,335.58,28796.12
3760182,1471,Buy,2024-05-14,Real Estate,Torres PLC Real Estate,96.29,526.19,50666.84
3485361,6240,Buy,2023-04-05,Bond,"Reed, Copeland and Haley Bond",84.84,290.54,24649.41
7780119,4843,Sell,2023-02-10,Stock,"Richardson, Stewart and Jones Mutual Fund",75.04,936.77,70295.22
6262935,9525,Dividend,2023-04-25,Bond,Bishop-Li Real Estate,45.69,107.49,4911.22
3727462,2582,Buy,2024-05-05,Mutual Fund,Sims Ltd Bond,98.91,476.17,47097.97
3107009,8313,Dividend,2023-11-15,Real Estate,"Hurst, Taylor and Elliott Real Estate",56.59,671.05,37974.72
6245590,7234,Sell,2023-09-18,Stock,"Castro, Cabrera and Paul Stock",43.59,559.94,24407.78
6824501,5705,Dividend,2023-11-10,Real Estate,"Wright, Olson and Lopez Real Estate",81.65,806.33,65836.84
3480719,7046,Dividend,2024-09-17,Real Estate,Holland Group Mutual Fund,15.1,69.78,1053.68
8052625,7270,Sell,2024-04-24,Bond,Carlson-Taylor Mutual Fund,95.32,412.58,39327.13
7313082,9015,Buy,2022-11-28,Mutual Fund,Torres PLC Real Estate,35.88,977.24,35063.37
7072392,2304,Dividend,2023-12-24,Stock,Anderson-Compton Bond,60.07,709.43,42615.46
6808603,4957,Dividend,2024-02-18,Stock,"Williamson, Brandt and Brooks Real Estate",79.58,642.54,51133.33
7837619,9920,Dividend,2023-12-30,Mutual Fund,Richardson-Carroll Mutual Fund,23.01,249.05,5730.64
6144029,2439,Sell,2024-08-14,Stock,Price Ltd Real Estate,24.21,484.65,11733.38
3665773,5541,Dividend,2022-10-28,Real Estate,"Harmon, Wilson and Kirk Bond",15.06,585.06,8811.0
9201512,8356,Dividend,2023-01-06,Real Estate,Wood-Flowers Real Estate,54.06,177.65,9603.76
3127306,1280,Dividend,2022-12-20,Bond,"Perez, Glover and Cross Real Estate",52.51,358.72,18836.39
2524975,7976,Sell,2023-04-22,Real Estate,Lewis Inc Bond,55.55,281.03,15611.22
2397629,4430,Dividend,2023-12-03,Stock,"Hall, Franklin and Miller Stock",83.65,810.79,67822.58
6677144,8371,Sell,2023-03-02,Bond,Morrison PLC Stock,95.04,757.92,72032.72
1027213,8907,Sell,2024-01-15,Real Estate,"Glover, Lawson and Olson Bond",4.03,960.21,3869.65
8658187,7602,Buy,2022-10-10,Stock,Baker Ltd Real Estate,9.99,261.44,2611.79
9963955,7747,Sell,2022-11-09,Real Estate,Moore-Smith Mutual Fund,68.52,510.47,34977.4
5755951,7270,Sell,2023-06-19,Bond,"Hall, Hammond and Mendoza Bond",83.3,492.05,40987.76
2347751,8353,Dividend,2023-07-17,Real Estate,Baker PLC Bond,66.57,494.54,32921.53
9551853,2079,Buy,2023-11-08,Stock,Brown-Perez Bond,24.35,547.87,13340.63
2137473,2253,Dividend,2024-05-20,Bond,Romero LLC Mutual Fund,87.64,853.99,74843.68
2039075,9031,Dividend,2022-10-02,Mutual Fund,"Evans, Garcia and Gardner Bond",75.49,782.82,59095.08
5922390,1029,Sell,2024-03-26,Real Estate,"Wilson, Gray and Key Stock",68.07,576.84,39265.5
4162496,6218,Dividend,2024-02-27,Stock,"Strickland, Kirby and Li Real Estate",87.57,857.12,75058.0
2674494,7265,Sell,2024-08-11,Bond,Calhoun PLC Bond,80.7,324.99,26226.69
6881792,2461,Buy,2023-11-05,Mutual Fund,Paul Group Stock,90.59,564.69,51155.27
1968989,5541,Dividend,2023-03-06,Real Estate,Castro and Sons Stock,13.36,534.64,7142.79
4790892,2253,Sell,2023-07-15,Stock,"Walters, Martinez and Wells Bond",8.5,446.97,3799.25
1438019,3938,Dividend,2024-08-04,Real Estate,Howard-Smith Real Estate,4.23,484.8,2050.7
1559541,9730,Dividend,2023-11-23,Stock,Hall-Thomas Mutual Fund,79.53,733.3,58319.35
3187409,8661,Buy,2023-12-19,Bond,Skinner LLC Bond,61.52,886.87,54560.24
6933746,8661,Sell,2024-02-26,Stock,Gibbs-Davis Mutual Fund,11.74,232.2,2726.03
7258434,8503,Sell,2024-08-14,Stock,Walker-Baker Stock,4.47,525.21,2347.69
7392808,8368,Sell,2023-05-25,Stock,Aguirre Ltd Bond,9.32,274.88,2561.88
8837014,9116,Sell,2024-04-16,Real Estate,"Faulkner, Barker and Cannon Bond",11.85,764.06,9054.11
6513742,2448,Dividend,2023-03-19,Stock,Jones Ltd Bond,31.75,248.47,7888.92
9025862,2055,Buy,2023-03-06,Real Estate,"Rivera, Hayes and Hurley Mutual Fund",71.36,712.95,50876.11
9650290,5663,Sell,2024-07-05,Stock,Keith and Sons Mutual Fund,91.17,577.08,52612.38
6846946,9015,Sell,2024-05-01,Real Estate,Stanley LLC Bond,53.56,86.46,4630.8
2107191,5108,Dividend,2023-10-09,Real Estate,David-Keith Bond,43.97,194.69,8560.52
8991092,1719,Sell,2024-05-15,Mutual Fund,"Cook, Davis and Leonard Real Estate",39.3,466.6,18337.38
8090587,9751,Sell,2023-04-09,Real Estate,"Moore, Fuller and Rubio Real Estate",53.73,942.17,50622.79
3131755,3193,Sell,2023-11-16,Stock,"Stevens, Santiago and Horton Bond",76.11,360.2,27414.82
8110301,2363,Dividend,2023-08-06,Stock,Baker Ltd Real Estate,45.93,456.68,20975.31
5134711,9733,Sell,2022-12-05,Real Estate,Cordova LLC Bond,92.01,272.97,25115.97
7261567,8069,Buy,2024-02-17,Stock,Boyd LLC Real Estate,73.1,972.69,71103.64
8078552,7172,Sell,2024-06-10,Real Estate,Weaver PLC Real Estate,32.5,136.98,4451.85
6279151,7858,Dividend,2024-07-19,Real Estate,"Rodgers, Kelly and Brown Real Estate",57.51,995.82,57269.61
3463150,1269,Sell,2023-09-03,Bond,Wells-Maldonado Stock,70.48,328.95,23184.4
9761740,4566,Dividend,2023-12-02,Real Estate,"Bell, Clayton and Smith Mutual Fund",23.29,606.58,14127.25
9446403,8371,Sell,2023-08-19,Stock,Farrell PLC Real Estate,86.54,591.85,51218.7
7900977,6906,Buy,2024-03-06,Bond,Terry-Garcia Real Estate,43.65,972.9,42467.08
6634929,8582,Dividend,2023-04-11,Stock,Terry PLC Bond,36.35,657.78,23910.3
4726069,2461,Sell,2023-12-21,Bond,Henson and Sons Bond,74.8,210.69,15759.61
4895263,7985,Sell,2023-09-26,Real Estate,Woods-Medina Mutual Fund,57.47,261.96,15054.84
6286282,4566,Dividend,2022-11-29,Stock,Jackson LLC Stock,51.52,671.87,34614.74
3844486,6750,Buy,2023-06-24,Real Estate,Munoz-Sullivan Real Estate,79.84,709.5,56646.48
2884800,5663,Sell,2023-08-11,Real Estate,Ferrell and Sons Stock,56.69,536.28,30401.71
5080846,3862,Sell,2023-12-12,Bond,Moore PLC Real Estate,60.97,121.3,7395.66
1634703,7948,Dividend,2022-11-01,Mutual Fund,"Berger, Fernandez and Bishop Real Estate",29.53,499.86,14760.87
7512877,5792,Buy,2024-02-21,Mutual Fund,Johnson-Edwards Real Estate,45.05,239.73,10799.84
1510841,8156,Buy,2024-02-25,Stock,"Byrd, Jones and Floyd Mutual Fund",37.65,86.87,3270.66
7001664,1770,Buy,2024-01-14,Bond,"Smith, Mcclain and Bradshaw Bond",64.83,149.24,9675.23
3212715,5318,Sell,2022-11-08,Stock,Mccall Ltd Real Estate,66.28,514.25,34084.49
7066301,4957,Sell,2024-07-14,Stock,Middleton LLC Mutual Fund,62.11,587.51,36490.25
3208572,5007,Buy,2023-11-20,Mutual Fund,Henderson-King Mutual Fund,26.16,253.3,6626.33
1470385,2150,Sell,2024-02-07,Mutual Fund,Holden Group Bond,71.82,373.74,26842.01
6099087,2253,Dividend,2024-07-11,Real Estate,"Newman, Hobbs and Graves Bond",76.43,87.48,6686.1
1375201,8550,Buy,2023-09-10,Stock,Anderson and Sons Real Estate,15.7,69.9,1097.43
1471886,7983,Sell,2023-09-16,Mutual Fund,Mosley-Wood Stock,17.7,862.36,15263.77
3236761,2448,Dividend,2022-11-29,Bond,Robinson LLC Stock,39.18,77.21,3025.09
3799729,4919,Dividend,2024-05-17,Bond,"Houston, Henson and Miller Bond",21.19,631.44,13380.21
4815839,5136,Dividend,2024-07-29,Real Estate,"Rodgers, Kelly and Brown Real Estate",93.11,553.04,51493.55
3993285,1405,Sell,2023-08-18,Mutual Fund,"Davis, Keith and Vasquez Stock",92.16,592.19,54576.23
9619253,4919,Buy,2024-06-01,Mutual Fund,Smith Inc Bond,98.06,84.18,8254.69
7932260,1558,Dividend,2023-10-07,Mutual Fund,"Brooks, Woods and Miller Mutual Fund",60.17,216.73,13040.64
2230556,8582,Buy,2024-08-07,Stock,"Santos, Garcia and Horne Mutual Fund",69.43,898.2,62362.03
8105495,1405,Buy,2023-07-16,Stock,Morris-Schmidt Mutual Fund,96.44,202.67,19545.49
4106277,7265,Buy,2024-08-17,Stock,Higgins-Burton Stock,67.83,72.76,4935.31
8937749,4007,Dividend,2023-12-22,Stock,"Hall, Williams and Thomas Stock",59.64,675.04,40259.39
6438806,9153,Dividend,2023-03-01,Stock,"Nelson, Bates and Lowe Stock",35.3,910.27,32132.53
2201753,4993,Buy,2023-05-13,Stock,"Kemp, Mckee and Garcia Mutual Fund",38.2,656.04,25060.73
7795555,8368,Dividend,2023-03-01,Stock,Wright PLC Bond,64.58,668.61,43178.83
1539909,2474,Buy,2023-01-02,Real Estate,"Garcia, Duncan and Ferrell Bond",9.57,89.36,855.18
9151335,9733,Buy,2023-04-16,Stock,"Lewis, Smith and Evans Mutual Fund",39.15,563.29,22052.8
8676535,6937,Dividend,2023-08-05,Mutual Fund,Zuniga-Cowan Stock,8.62,209.57,1806.49
3944616,6218,Sell,2023-04-25,Stock,"Owens, Roberts and Hughes Bond",96.48,659.37,63616.02
1929773,5318,Buy,2023-01-09,Mutual Fund,"Wright, Payne and Stone Stock",36.56,692.25,25308.66
1529660,1280,Dividend,2023-02-16,Stock,Nichols Ltd Mutual Fund,4.32,288.6,1246.75
2483145,3302,Buy,2023-04-09,Mutual Fund,Goodwin PLC Mutual Fund,41.78,211.89,8852.76
6731171,4321,Dividend,2024-04-27,Mutual Fund,"Macias, Baxter and Munoz Stock",37.78,971.36,36697.98
6447196,2253,Sell,2024-02-11,Bond,"Owens, Roberts and Hughes Bond",51.7,297.69,15390.57
2447842,9733,Dividend,2024-04-27,Stock,Werner-Turner Bond,9.21,816.29,7518.03
2709205,4115,Sell,2022-10-09,Mutual Fund,Austin Group Stock,64.91,572.93,37188.89
5816699,6416,Dividend,2023-12-16,Bond,"Cisneros, Coleman and Dawson Real Estate",72.5,581.8,42180.5
7954891,2696,Sell,2023-01-24,Mutual Fund,Guzman LLC Real Estate,79.75,379.18,30239.6
3047085,9525,Buy,2023-06-15,Real Estate,Hale-Brown Mutual Fund,88.21,806.85,71172.24
4509247,8907,Dividend,2023-01-15,Mutual Fund,Hall PLC Real Estate,42.24,174.68,7378.48
4529201,1138,Sell,2024-03-02,Real Estate,Thomas and Sons Real Estate,56.05,485.27,27199.38
2190258,8032,Dividend,2023-07-09,Real Estate,Williams-Smith Real Estate,80.46,117.56,9458.88
5426350,6536,Sell,2022-12-29,Mutual Fund,Kent and Sons Bond,4.51,785.52,3542.7
2342931,9353,Sell,2023-10-29,Mutual Fund,Thompson PLC Stock,43.14,768.95,33172.5
3621067,2159,Buy,2023-12-24,Bond,Griffin and Sons Mutual Fund,66.31,994.83,65967.18
6417740,9153,Sell,2024-07-31,Stock,Howard-Smith Real Estate,90.88,837.25,76089.28
9909863,9920,Sell,2022-10-17,Mutual Fund,Shaffer Ltd Mutual Fund,59.03,82.81,4888.27
8940428,4877,Dividend,2024-05-05,Stock,Duran Ltd Bond,63.32,938.62,59433.42
7835393,1410,Sell,2022-11-25,Real Estate,Hall-Thomas Mutual Fund,37.17,711.3,26439.02
1169200,2474,Buy,2022-12-31,Real Estate,Schwartz-Barton Mutual Fund,20.52,595.89,12227.66
3121135,4877,Buy,2024-05-17,Mutual Fund,Kirk-Walsh Real Estate,81.12,487.38,39536.27
5798472,3258,Dividend,2024-02-28,Mutual Fund,"Benson, Townsend and Burton Stock",96.07,884.67,84990.25
1162861,7976,Buy,2023-02-14,Stock,"Sosa, Cruz and Kelley Mutual Fund",48.93,993.16,48595.32
6592843,2235,Buy,2022-12-08,Bond,"Carr, Johnson and Perry Bond",10.25,781.81,8013.55
8385250,6444,Sell,2022-12-22,Bond,Bailey Inc Mutual Fund,50.33,705.46,35505.8
4921629,6937,Buy,2023-02-21,Stock,Smith-Lopez Bond,97.02,296.45,28761.58
4383278,6661,Sell,2023-07-17,Bond,"Perry, Thomas and Wiggins Bond",36.85,852.44,31412.41
9481000,1770,Sell,2023-09-23,Bond,Owens-Lewis Real Estate,17.3,802.24,13878.75
8210965,1719,Buy,2024-05-21,Stock,Baker Inc Bond,9.8,847.38,8304.32
6494612,5390,Buy,2023-09-07,Bond,Ferguson-Miller Real Estate,59.83,362.68,21699.14
4187089,8853,Buy,2023-10-23,Bond,Young-Sampson Bond,81.04,356.69,28906.16
4168280,1932,Sell,2023-11-18,Bond,Fitzgerald PLC Bond,11.6,191.38,2220.01
3698470,2344,Buy,2024-08-29,Mutual Fund,Gay Ltd Mutual Fund,48.92,507.97,24849.89
7802540,1858,Buy,2023-05-12,Mutual Fund,Zhang and Sons Mutual Fund,88.38,943.83,83415.7
2397009,2525,Sell,2024-08-20,Stock,Richardson-Carroll Mutual Fund,30.51,207.32,6325.33
2951575,1845,Sell,2024-05-16,Stock,Gallagher-Harmon Stock,32.87,588.24,19335.45
4451740,6906,Buy,2022-10-23,Mutual Fund,Stark Inc Stock,73.12,111.03,8118.51
6916924,7948,Dividend,2023-03-06,Real Estate,Robbins Ltd Bond,82.25,278.99,22946.93
7553677,2344,Buy,2024-01-03,Real Estate,Browning-Young Bond,94.02,654.75,61559.59
2777954,1858,Sell,2022-11-24,Stock,"Wright, Olson and Lopez Real Estate",42.52,188.94,8033.73
4424581,2344,Buy,2023-10-25,Bond,"Sanchez, Gardner and Ramirez Stock",97.76,664.95,65005.51
8257394,8156,Dividend,2023-09-10,Real Estate,"Mcintyre, Wilson and Austin Bond",29.7,464.14,13784.96
2541801,7634,Sell,2024-04-27,Stock,Rodriguez Ltd Real Estate,16.22,597.02,9683.66
6010571,8156,Sell,2024-02-10,Stock,Brown Group Real Estate,90.28,644.01,58141.22
3998274,2461,Sell,2022-12-11,Stock,"Cabrera, Mcfarland and Nelson Real Estate",10.96,831.0,9107.76
1270046,2525,Buy,2023-09-09,Stock,Smith-Jordan Mutual Fund,72.73,98.01,7128.27
5948908,3758,Dividend,2022-12-21,Real Estate,Williams Ltd Stock,39.95,389.54,15562.12
1203709,6590,Buy,2023-04-17,Real Estate,Mcgee Ltd Mutual Fund,37.47,974.21,36503.65
5343077,4957,Sell,2024-03-29,Bond,Archer PLC Real Estate,42.68,359.85,15358.4
4249754,1763,Sell,2023-08-05,Mutual Fund,"Smith, Crawford and Reed Mutual Fund",99.98,289.9,28984.2
8592333,9575,Sell,2023-04-23,Stock,"Austin, Murray and Cline Real Estate",99.21,205.28,20365.83
9456480,8503,Buy,2023-01-29,Real Estate,Martin PLC Real Estate,83.09,356.15,29592.5
2435507,8356,Buy,2024-03-13,Real Estate,Faulkner-Pierce Stock,88.76,912.8,81020.13
6400349,1666,Buy,2023-08-22,Stock,"Harris, Camacho and Rodriguez Stock",3.14,923.1,2898.53
6291869,9236,Dividend,2024-04-17,Mutual Fund,"Daniels, Lee and Underwood Real Estate",46.52,558.34,25973.98
8848586,4355,Sell,2024-02-27,Mutual Fund,"Williams, Arnold and Chapman Stock",88.66,262.84,23303.39
2291682,5933,Sell,2023-10-21,Bond,"Lam, Johnson and Mueller Mutual Fund",4.35,732.54,3186.55
8552953,8994,Buy,2024-03-07,Mutual Fund,Smith Group Stock,20.16,369.63,7451.74
3889957,3112,Dividend,2024-07-19,Mutual Fund,Alexander-Hall Stock,64.13,338.57,21712.49
7462821,7756,Sell,2024-02-06,Real Estate,Medina-Grant Mutual Fund,20.32,283.49,5760.52
7544271,5158,Buy,2022-11-30,Stock,Donovan-Cervantes Bond,64.51,239.57,15454.66
5602498,9044,Buy,2023-10-12,Real Estate,Lee-Mccarthy Bond,80.13,428.11,34304.45
5440637,9353,Sell,2024-01-07,Bond,Browning-Young Bond,51.86,889.0,46103.54
5072452,4948,Sell,2022-12-24,Bond,Colon Inc Stock,13.43,730.66,9812.76
1305614,2582,Sell,2022-10-04,Stock,"Roberts, Barnett and Wallace Mutual Fund",32.58,907.42,29563.74
9212856,8156,Dividend,2023-09-03,Bond,Crawford LLC Real Estate,2.92,188.14,549.37
8425826,8353,Buy,2023-03-19,Bond,"Cisneros, Coleman and Dawson Real Estate",37.22,498.54,18555.66
2537348,5110,Sell,2024-06-21,Stock,"Velez, Rodriguez and Smith Stock",18.33,657.89,12059.12
2434092,7582,Sell,2024-01-06,Mutual Fund,Mcgee Ltd Mutual Fund,80.08,633.73,50749.1
4287367,1784,Dividend,2023-05-09,Bond,"Walters, Martinez and Wells Bond",81.25,891.13,72404.31
6996295,2696,Dividend,2023-01-25,Bond,Parrish-King Stock,85.52,52.07,4453.03
5264941,2582,Dividend,2022-10-24,Stock,Reid Ltd Mutual Fund,82.95,272.84,22632.08
9240432,5108,Sell,2023-03-09,Bond,Morgan-Fox Mutual Fund,17.61,494.35,8705.5
9383431,8853,Dividend,2023-08-27,Real Estate,Carter Ltd Real Estate,8.92,870.74,7767.0
8395157,5390,Dividend,2023-02-19,Real Estate,Lewis Inc Bond,71.49,491.62,35145.91
6840487,5396,Dividend,2022-11-07,Real Estate,"Lucero, Miller and Herrera Bond",77.28,839.73,64894.33
6017106,3558,Dividend,2023-07-01,Mutual Fund,"Giles, Page and Hunt Mutual Fund",10.98,201.12,2208.3
7723551,2439,Dividend,2022-12-09,Stock,Adams Group Real Estate,38.42,264.71,10170.16
8019821,4877,Buy,2023-01-21,Stock,Merritt and Sons Bond,43.78,169.73,7430.78
6105081,4390,Sell,2023-05-11,Stock,"Taylor, Best and Adams Bond",77.36,113.77,8801.25
7444537,4957,Sell,2023-11-13,Bond,"Rivera, Hayes and Hurley Mutual Fund",81.09,92.71,7517.85
7990132,2253,Buy,2023-06-07,Bond,"Walker, Ward and Hill Mutual Fund",75.51,128.11,9673.59
2498827,2382,Dividend,2023-05-19,Mutual Fund,"Howard, Meyer and Gilmore Mutual Fund",91.46,556.29,50878.28
7713418,2720,Dividend,2023-11-20,Bond,Evans Inc Stock,31.4,225.31,7074.73
6846642,8156,Dividend,2024-08-15,Real Estate,"Massey, Smith and Clark Stock",12.52,624.03,7812.86
6915783,7581,Sell,2024-05-03,Bond,Myers Ltd Mutual Fund,24.49,63.36,1551.69
1659198,4716,Dividend,2022-10-25,Stock,"Taylor, Rose and Marshall Bond",8.69,731.47,6356.47
2405724,5705,Sell,2023-07-17,Stock,Lowe-Anthony Bond,20.92,732.23,15318.25
5592748,4119,Buy,2024-08-17,Mutual Fund,Cobb-Hughes Stock,15.5,904.54,14020.37
1353144,1483,Sell,2022-12-06,Bond,Navarro Inc Stock,52.6,107.0,5628.2
6852138,8002,Sell,2023-04-19,Stock,Ibarra-Miranda Bond,36.09,922.22,33282.92
7673436,5390,Dividend,2024-07-13,Bond,"Jennings, Kline and Andrews Stock",60.44,61.12,3694.09
6722657,5431,Sell,2024-03-13,Real Estate,Lynch Ltd Bond,63.02,501.87,31627.85
2008012,4705,Buy,2022-10-09,Mutual Fund,Clayton Inc Real Estate,88.36,251.73,22242.86
5090748,7234,Dividend,2024-07-25,Bond,Moran and Sons Mutual Fund,79.62,489.4,38966.03
2994729,3258,Sell,2023-03-22,Real Estate,"Nelson, Bates and Lowe Stock",56.58,237.57,13441.71
6954052,1932,Dividend,2024-07-28,Stock,"Wilson, White and Austin Mutual Fund",83.87,313.74,26313.37
5749473,9751,Dividend,2023-07-26,Bond,"Sims, Oliver and Lee Real Estate",20.11,525.14,10560.57
9760053,7858,Buy,2023-10-21,Mutual Fund,"Rivera, Hayes and Hurley Mutual Fund",31.97,871.24,27853.54
6995607,7582,Dividend,2024-05-13,Mutual Fund,Moreno Group Bond,34.84,226.49,7890.91
4412811,1763,Buy,2023-11-03,Mutual Fund,Hodges and Sons Mutual Fund,75.61,68.46,5176.26
4834595,8355,Dividend,2024-02-24,Mutual Fund,"May, Ayala and Daniels Bond",52.3,371.97,19454.03
9598904,1138,Buy,2024-02-05,Stock,"Brady, Mason and Williams Real Estate",97.46,274.54,26756.67
1397494,4919,Sell,2023-04-10,Stock,Gallagher-Hall Stock,23.13,786.89,18200.77
5846335,3120,Buy,2023-09-06,Bond,"Jackson, Taylor and Hickman Mutual Fund",24.82,963.56,23915.56
6576854,6750,Dividend,2024-04-06,Mutual Fund,"Mejia, Whitehead and Grimes Mutual Fund",61.68,398.95,24607.24
3504905,9236,Dividend,2023-01-16,Real Estate,Stuart-Trujillo Bond,6.28,748.55,4700.89
6849412,8550,Sell,2023-10-06,Stock,Parker PLC Stock,97.63,876.42,85564.88
3736628,6750,Buy,2023-09-25,Stock,Johnson-Williams Bond,46.29,619.54,28678.51
3934369,1719,Buy,2024-04-02,Real Estate,"Hurst, Taylor and Elliott Real Estate",77.17,565.01,43601.82
6700819,6655,Sell,2023-04-05,Real Estate,Garcia Inc Mutual Fund,12.45,771.47,9604.8
2715077,7258,Dividend,2024-05-29,Bond,"Whitaker, Boone and Medina Stock",97.28,870.51,84683.21
6284162,4993,Buy,2024-06-24,Mutual Fund,Johnson-Green Bond,25.29,750.55,18981.41
4352931,8313,Sell,2024-09-05,Stock,"Holmes, Wyatt and Keller Mutual Fund",26.79,262.64,7036.13
3781506,2055,Sell,2023-01-18,Mutual Fund,Hart and Sons Real Estate,57.63,55.12,3176.57
3980115,8032,Buy,2024-06-13,Mutual Fund,"Mccall, Freeman and Brown Stock",98.07,583.44,57217.96
3165400,9044,Buy,2024-07-30,Real Estate,"Taylor, Best and Adams Bond",45.15,515.48,23273.92
3579373,2678,Sell,2024-04-29,Mutual Fund,Owens-Lewis Real Estate,13.94,60.19,839.05
4595109,2055,Buy,2023-02-27,Real Estate,Jackson PLC Bond,22.17,397.97,8822.99
3054164,3938,Sell,2024-07-14,Bond,"Lopez, Lopez and Ortega Stock",55.4,179.95,9969.23
2588824,8503,Buy,2024-08-26,Bond,Oneal-Campos Real Estate,2.8,333.23,933.04
1262783,9730,Dividend,2022-11-23,Real Estate,Lewis Ltd Bond,46.68,376.34,17567.55
3646579,1029,Dividend,2023-06-14,Bond,Lewis-Pittman Real Estate,84.94,792.78,67338.73
7321789,6263,Sell,2024-08-01,Bond,Silva and Sons Real Estate,54.17,226.76,12283.59
3525824,8002,Buy,2023-03-30,Real Estate,Jones and Sons Real Estate,26.28,954.32,25079.53
5614812,9575,Buy,2024-01-20,Real Estate,Walters-Williams Mutual Fund,42.43,991.52,42070.19
6817697,2461,Buy,2024-04-07,Stock,"Walters, Martinez and Wells Bond",98.59,588.53,58023.17
6580480,5044,Sell,2024-08-20,Stock,Levy-Harris Real Estate,9.54,88.59,845.15
1096611,5705,Sell,2023-09-30,Real Estate,Miller-Robinson Real Estate,8.03,141.8,1138.65
8768784,4157,Buy,2024-04-01,Bond,Jackson Ltd Bond,51.34,80.82,4149.3
8428049,2382,Buy,2023-11-10,Stock,Park LLC Mutual Fund,40.26,234.26,9431.31
6021611,5968,Sell,2023-12-28,Mutual Fund,Peck PLC Bond,33.45,763.19,25528.71
9276874,2131,Sell,2024-03-04,Bond,Johnson LLC Bond,14.97,995.43,14901.59
1683515,1069,Sell,2024-05-09,Bond,Vazquez Inc Real Estate,71.81,750.69,53907.05
8002035,3258,Dividend,2024-03-10,Stock,Powell-Doyle Stock,57.06,550.34,31402.4
9660782,7858,Buy,2024-07-23,Bond,Johnson-Brown Mutual Fund,18.44,145.7,2686.71
9062442,7258,Sell,2023-05-18,Mutual Fund,Burton and Sons Bond,81.81,797.13,65213.21
2637515,8234,Buy,2023-04-03,Mutual Fund,Gomez-Castro Bond,75.55,402.0,30371.1
8313975,2142,Buy,2023-08-30,Real Estate,Gonzalez PLC Bond,54.19,634.78,34398.73
2794381,4119,Sell,2024-08-09,Real Estate,Zuniga-Cowan Stock,85.32,162.41,13856.82
1157084,4877,Buy,2024-05-01,Stock,"Baker, Ramirez and Steele Real Estate",4.89,648.66,3171.95
6923288,7265,Buy,2024-09-24,Stock,King-Stewart Stock,21.57,660.19,14240.3
9143110,3725,Dividend,2024-02-27,Bond,Craig Group Mutual Fund,24.71,798.23,19724.26
5879549,1666,Dividend,2023-12-06,Bond,"Carter, Murphy and Evans Stock",53.84,490.1,26386.98
7663247,6661,Dividend,2024-09-11,Mutual Fund,Brown-Francis Stock,36.98,348.99,12905.65
1060830,1471,Sell,2023-11-26,Stock,"Ortiz, Ortega and Gonzales Bond",72.41,243.32,17618.8
2732970,2382,Dividend,2023-05-07,Mutual Fund,Santiago PLC Real Estate,71.45,329.11,23514.91
8901651,4919,Sell,2024-09-18,Real Estate,Robertson-Harris Bond,30.2,149.28,4508.26
2785126,8975,Sell,2024-07-31,Mutual Fund,"Patterson, Schneider and Payne Mutual Fund",4.94,701.25,3464.18
9946912,1138,Buy,2023-05-03,Real Estate,"Stone, Mckay and Roberts Real Estate",28.61,115.65,3308.75
5055841,1204,Buy,2023-01-27,Bond,French-Garrison Mutual Fund,90.62,978.07,88632.7
3185049,9866,Sell,2023-07-20,Stock,Avery LLC Stock,85.02,863.73,73434.32
9285448,2582,Dividend,2022-12-27,Real Estate,"Hughes, Hebert and Foster Stock",84.95,350.07,29738.45
8445191,2678,Buy,2024-08-18,Stock,"Brady, Mason and Williams Real Estate",98.85,511.41,50552.88
1754845,2697,Sell,2023-12-30,Stock,Howell and Sons Stock,24.76,968.35,23976.35
8230827,4566,Sell,2022-12-15,Mutual Fund,"Thompson, Richards and Hale Stock",65.44,314.97,20611.64
7486569,4919,Dividend,2024-03-27,Real Estate,Stuart LLC Mutual Fund,38.79,89.88,3486.45
9872214,5663,Dividend,2023-03-08,Bond,"Vasquez, Thomas and Anthony Bond",17.2,207.06,3561.43
5721254,1138,Buy,2022-10-12,Mutual Fund,Herrera PLC Mutual Fund,50.52,320.99,16216.41
2607409,2363,Dividend,2024-09-08,Bond,Williams-Marquez Mutual Fund,94.85,194.02,18402.8
2515975,9566,Dividend,2023-07-13,Bond,Perez-Smith Mutual Fund,79.54,463.05,36831.0
8394627,9566,Sell,2023-04-23,Stock,"Taylor, Erickson and Caldwell Mutual Fund",3.04,350.31,1064.94
2092235,5646,Dividend,2023-05-18,Mutual Fund,Skinner Inc Stock,92.71,626.33,58067.05
7510136,5007,Dividend,2024-04-30,Bond,Russell-Gray Mutual Fund,24.25,163.43,3963.18
